time,male_ratio,women_ratio,age_avg,total_count,angry_count,fear_count,neutral_count,sad_count,disgust_count,happy_count,surprise_count
2023-06-14 15:31:59.016254,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:32:11.707018,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:32:24.358235,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:32:37.115259,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:32:50.841394,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:33:03.891420,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:33:16.709409,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:33:29.644892,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:33:42.442210,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:33:55.117453,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:34:07.566931,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:34:20.189775,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:34:33.053276,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:34:45.504558,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:34:58.076947,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:35:10.710423,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:35:23.184518,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:35:35.759420,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:35:48.260416,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:36:00.718735,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:36:13.460756,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:36:25.946107,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:36:38.400198,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:36:51.030049,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:37:03.546913,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:37:16.079763,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:37:28.652950,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:37:41.178499,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:37:53.692950,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:38:07.681810,1,0,33,1,0,0,1,0,0,0,0
2023-06-14 15:38:20.769485,1,0,29.5,2,0,0,1,1,0,0,0
2023-06-14 15:38:33.705308,1,0,29.5,2,0,0,1,1,0,0,0
2023-06-14 15:38:46.360615,1,0,29.5,2,0,0,1,1,0,0,0
2023-06-21 11:32:34.562208,1,0,30,1,0,0,1,0,0,0,0
2023-06-21 11:32:46.595890,1,0,30,1,0,0,1,0,0,0,0
2023-06-21 11:32:58.613396,1,0,30,1,0,0,1,0,0,0,0
2023-06-21 11:33:10.593760,1,0,30,1,0,0,1,0,0,0,0
2023-06-21 11:33:22.550967,1,0,30,1,0,0,1,0,0,0,0
2023-06-21 11:33:34.514395,1,0,30,1,0,0,1,0,0,0,0
2023-06-21 11:33:56.111122,1,0,30.5,2,0,0,2,0,0,0,0
2023-06-21 11:34:08.340020,1,0,30.5,2,0,0,2,0,0,0,0
2023-06-21 11:34:20.435271,1,0,30.5,2,0,0,2,0,0,0,0
2023-06-21 11:34:32.573744,1,0,30.5,2,0,0,2,0,0,0,0
2023-06-21 11:34:45.733787,1,0,30.5,2,0,0,2,0,0,0,0
2023-06-21 11:34:57.965328,1,0,30.5,2,0,0,2,0,0,0,0
2023-06-21 11:35:10.070943,1,0,30.5,2,0,0,2,0,0,0,0
2023-06-21 11:35:22.316688,1,0,30.5,2,0,0,2,0,0,0,0
2023-06-21 11:50:39.511586,0.5,0.5,31,8,0,0,3,0,0,6,0
2023-06-21 11:51:28.903152,1,0,30.25,4,1,0,3,1,0,9,0
